ID,Ref_No,Name,Category,Latitude,Longitude,Address,Postcode,Feature_Easting,Feature_northing,Distance,Pointx_class
4279,145832110,Bao Fa Garden Restaurant & Bar,Restaurant,51.50249887,-0.119409649,Riverside Building County Hall,SE1 7PB,530625,179850,68.3,1020043
4280,151350982,Hookah Lounge Ltd,Restaurant,51.5237824,-0.071668274,Flat 133 Brick Lane,E1 6SB,533876,182303,13.5,1020043
4281,152770692,James Cochran Ec3,Restaurant,51.51484992,-0.078617721,19,EC3A 7JA,533420,181297,17.7,1020043
4282,152768821,Browan Management,Restaurant,51.51151248,-0.131417969,31,W1D 6JT,529766,180831,12.3,1020043
4283,145831926,Coqfighter,Restaurant,51.52350764,-0.075745026,Unit 41 Boxpark Retail Mall 2-10,E1 6GY,533594,182265,13.1,1020043
4284,141905930,Dokke,Restaurant,51.50731892,-0.07123947,Ivory House,E1W 1AT,533954,180473,71.9,1020043
4285,145833518,Ikoyi,Restaurant,51.50919402,-0.133213302,1,SW1Y,529648,180570,9.7,1020043
4286,151359229,Enoteca Da Luca,Restaurant,51.51647077,-0.078751295,Unit 7 Western Courtyard,EC2M 4AE,533406,181477,27.7,1020043
4287,151364666,Pepeoncino London,Restaurant,51.51153867,-0.132497761,45,W1D 6PZ,529691,180832,16.2,1020043
4288,145831251,Marcos New York Italian,Restaurant,51.51670253,-0.06986298,12,E1 6TE,534022,181519,12.7,1020043
4289,145836466,Spring,Restaurant,51.51073234,-0.116937739,East West and South Wings Somerset House,WC2R 1LT,530773,180770,94.9,1020043
4290,152771613,Cora Pearl,Restaurant,51.51124638,-0.123761978,30,WC2E 8NA,530298,180815,16.8,1020043
4291,145834835,Kilikya Restaurant,Restaurant,51.50719384,-0.071835573,Ivory House,E1W 1AT,533913,180458,72,1020043
4292,152779152,Pizza Pilgrims,Restaurant,51.51494063,-0.133237792,11,W1D 3RP,529630,181209,6.6,1020043
4293,151354540,Koshari Street Ltd,Restaurant,51.51090875,-0.12683105,56,WC2N 4EA,530086,180772,13,1020043
4294,145834364,Squares Restaurant Within Royal Trafalgar Hotel,Restaurant,51.50919009,-0.130143968,,WC2H 7HG,529861,180575,20,1020043
4295,145834202,M Restaurant,Restaurant,51.51422456,-0.086570885,60,EC2R 8HP,532870,181213,16.2,1020043
4296,152777424,Vital Ingredient,Restaurant,51.49674518,-0.135839781,8a Artillery Row,SW1P 1RZ,529501,179181,17,1020043
4297,151366747,Jidori,Restaurant,51.51225374,-0.119843825,15,WC2B 5JZ,530567,180934,12.8,1020043
4298,152778929,Pizza Pilgrims,Restaurant,51.52641774,-0.078274937,137,E1 6JE,533410,182584,17.7,1020043
4299,152774169,The Japanese Canteen,Restaurant,51.51294574,-0.093081065,61,EC4M 9DD,532422,181059,7.2,1020043
4300,151345013,Nanashi Restaurant Ltd,Restaurant,51.52598358,-0.082517156,14,EC2A 3DU,533117,182528,9.5,1020043
4301,151362543,Satay Street UK,Restaurant,51.51604046,-0.074993187,15,E1 7TP,533668,181436,14.5,1020043
4302,151349281,Popolo,Restaurant,51.52599543,-0.082141837,26,EC2A 3DU,533143,182530,8.1,1020043
4303,151342838,Bill Restaurant,Restaurant,51.51341325,-0.115328322,95,WC2B 4JF,530877,181071,29.3,1020043
4304,149625454,Tom Simmons,Restaurant,51.50327754,-0.077585825,2,SE1,533525.4,180012,42.2,1020043
4305,151360609,Thaisty,Restaurant,51.51950911,-0.071502846,94,E1 6RL,533900,181828.1,20,1020043
4306,151344458,Ivy City Garden,Restaurant,51.51691029,-0.082859329,Dashwood House,EC2M 1QS,533119.7,181518.4,8.9,1020043
4307,151344331,Honesty Burgers,Restaurant,51.5308827,-0.119061977,251,N1 9NG,530568,183007,10.2,1020043
4308,149625842,Oliver Maki Ltd,Restaurant,51.51372243,-0.132408451,33,W1D 4PW,529691,181075,5.2,1020043
4309,151355211,The Ivy Soho Brasserie,Restaurant,51.51381085,-0.135705234,Amalco House 26-28,W1F 8JB,529462,181079,21.4,1020043
4310,151348567,Tia Rosa,Restaurant,51.53020786,-0.116235139,118,WC1X 9DS,530766,182937,22.5,1020043
4311,151354419,Frenchie Covent Garden,Restaurant,51.51077239,-0.123925565,16,WC2E 8QH,530288,180762,19.8,1020043
4312,131522849,Chilango,Restaurant,51.50442995,-0.083162739,90,SE1 2TH,533135,180130,7.8,1020043
4313,131521981,Pho Restaurant,Restaurant,51.51892324,-0.076677701,48,E1 6AG,533542.7,181753.5,9.5,1020043
4314,131521342,Indi-go,Restaurant,51.52420148,-0.073639926,35,E1 6LA,533738,182346,18.7,1020043
4315,131516568,Sardine,Restaurant,51.53026636,-0.094912157,15,N1 7TB,532244.8,182981.8,18,1020043
4316,131521987,Pho,Restaurant,51.51391079,-0.122802175,65a,WC2E 9JD,530357,181113,11.2,1020043
4317,131521982,Pho Restaurant,Restaurant,51.5137629,-0.095223194,15,EC2V 6AG,532271,181146,40.7,1020043
4318,131513366,Aberdeen Angus Steakhouse,Restaurant,51.51096322,-0.130244303,7,WC2H 7NA,529849,180772,19.2,1020043
4319,131521109,Pham Sushi,Restaurant,51.51985713,-0.0905207,5,EC2Y 9AP,532579.6,181832.2,29.7,1020043
4320,131519468,Mexican Grill,Restaurant,51.52120917,-0.048154162,194,E1 4LJ,535514.8,182060.1,26.3,1020043
4321,131522553,Chilango,Restaurant,51.51226388,-0.134557805,24,W1F 0SL,529546,180909,20.8,1020043
4322,131522509,Wahaca Mexican,Restaurant,51.50262775,-0.110197164,119,SE1 8UL,531264,179880.8,12.3,1020043
4324,131517055,Wahaca Mexican,Restaurant,51.51804201,-0.078326273,1,E1 7HP,533430.9,181652.5,4.6,1020043
4325,141272842,Coppaclub,Restaurant,51.51344762,-0.100179723,4,EC4M 8AY,531928,181102,9,1020043
4326,131522851,Chilango,Restaurant,51.51113514,-0.087203298,Phoenix House 18,EC4N 7BP,532835.1,180868.3,12.3,1020043
4327,131518432,Pham Sushi,Restaurant,51.52361163,-0.093125633,122,EC1Y 8PU,532388,182245,13,1020043
4328,131500939,Apulia,Restaurant,51.51901037,-0.100510385,50,EC1A 9EJ,531889,181720,7.3,1020043
4329,131527199,Bravas Tapas,Restaurant,51.50719384,-0.071835573,Flat 3 Ivory House,E1W 1AT,533913,180458,72,1020043
4330,131524198,New Delis Restaurant,Restaurant,51.52161604,-0.113750013,35,WC1X 8PG,530963,181986,21.3,1020043
4331,131516904,Zima Restaurant,Restaurant,51.51337708,-0.131615498,45,W1D 4SD,529747,181038,17.3,1020043
4332,141903027,Flavours of Naples,Restaurant,51.49989475,-0.095124304,299,SE1 1JG,532318,179604,21.4,1020043
4333,141268892,Panzo Pizza,Restaurant,51.52604748,-0.108607728,50,EC1R 4QE,531307,182488,8.2,1020043
4334,141441534,Wagamama,Restaurant,51.50696866,-0.092710995,1,SE1 9BU,532465,180395,2.3,1020043
4335,141908345,Joe & Za,Restaurant,51.53107402,-0.088618247,101,N1 7QP,532679,183083,15.5,1020043
4336,141904480,Aubaine,Restaurant,51.51860713,-0.0834612,38 Broadgate Circle,EC2M 2QS,533073,181706,58.4,1020043
4337,141904422,Pho Viet 68,Restaurant,51.52577688,-0.078128927,147,E1 6JE,533422,182513,22.4,1020043
4339,141260685,Tredwells,Restaurant,51.5123471,-0.127365815,4a,WC2H 9NY,530044.8,180931,17.7,1020043
4340,131503532,Efes,Restaurant,51.52150236,-0.046913483,230,E1 4LJ,535600,182095,13.1,1020043
4341,141262927,Las Banderas,Restaurant,51.51290249,-0.133436409,68-70,W1F 0TB,529622,180982,11.8,1020043
4342,141905795,Zelman Meats,Restaurant,51.51437144,-0.133635785,Ground Floor 2,W1F 0AZ,529604,181145,27.4,1020043
4343,141263952,Wok to Walk,Restaurant,51.51917286,-0.135861042,45,W1T 1TB,529436,181675,13,1020043
4344,141272323,Mele E Pere,Restaurant,51.51158124,-0.135738613,46,W1F 9TF,529466,180831,13.7,1020043
4345,141909020,Express Curry Ltd,Restaurant,51.51417957,-0.074480731,Flat 1 Statue House 53-54,EC3N 1AL,533709,181230,11.6,1020043
4346,141256181,Manitoba Tigella,Restaurant,51.51684634,-0.128115258,82,WC1A 1HB,529980,181430,20.6,1020043
4347,141257914,Super Star B B Q,Restaurant,51.51576196,-0.127784981,4,WC2H 8AB,530006,181310,20.3,1020043
4348,141256624,The Jones Family Project,Restaurant,51.52585044,-0.082623662,78,EC2A 3JL,533110,182513,23.3,1020043
4349,141276847,Absurd Bird,Restaurant,51.51262151,-0.134427901,25,W1F 0AH,529554,180949,5.4,1020043
4350,141259380,Restaurant Story,Restaurant,51.50277399,-0.0778073,199,SE1 2JX,533511.5,179955.6,15.8,1020043
4351,141271202,Wagamama,Restaurant,51.51367441,-0.100801544,1,EC4M 7AA,531884.2,181126.1,10.5,1020043
4352,141266070,Sunset,Restaurant,51.5172473,-0.073790669,43a,E1 6BD,533747.9,181572.4,15,1020043
4353,141252721,Bala Baya,Restaurant,51.50334816,-0.101795746,Arch 25 Old Union Yard Arches 229,SE1 0LR,531845,179976,29.5,1020043
4354,141275743,Porky's,Restaurant,51.50627576,-0.09268229,18,SE1 9DR,532469,180318,5.4,1020043
4355,141274199,Hakkasan Yauatcha,Restaurant,51.51352516,-0.135270122,15,W1F 0DL,529493,181048,8.2,1020043
4356,141262221,House of Ho,Restaurant,51.51791352,-0.134139599,1,W1T 1DB,529559,181538,13.7,1020043
4357,141269718,Bodean's B B Q,Restaurant,51.5283421,-0.090938454,201-203,EC1V 1JN,532526,182775,16,1020043
4358,141269799,Mabel's,Restaurant,51.51065165,-0.123685534,29-30,WC2E 7JS,530305,180749,40.4,1020043
4359,141903193,The Big Easy,Restaurant,51.51067607,-0.122963967,12,WC2E 7NA,530355,180753,9.4,1020043
4360,141907543,The Hawksmoor,Restaurant,51.50627495,-0.091306175,16,SE1 9AQ,532564.5,180320.4,5,1020043
4361,141903158,Duck & Waffle,Restaurant,51.5162083,-0.08122986,40th Floor Retail Unit 110,EC2N 4AY,533234.8,181443.3,14.9,1020043
4362,141263732,Boulestin,Restaurant,51.50568433,-0.138140755,5,SW1A 1EF,529316,180171,19.3,1020043
4363,141909971,Wrapchic,Restaurant,51.51936593,-0.136127024,48,W1T 4LX,529417,181696,15,1020043
4364,141275532,Planet Hollywood,Restaurant,51.50901181,-0.132500214,57-60,SW1Y 4QX,529698,180551,15.9,1020043
4365,133152904,Where the Pancakes Are,Restaurant,51.50382245,-0.095551288,85a,SE1 0NQ,532277,180040,12.2,1020043
4366,133147654,Restaurant Partnership,Restaurant,51.51485529,-0.13126676,2,W1D,529767,181203,9.5,1020043
4367,141275439,Far Rockaway,Restaurant,51.52555661,-0.080603345,97-113,EC2A 3BS,533251,182484,11.4,1020043
4368,133149629,Red Dog Saloon,Restaurant,51.51375273,-0.134877464,20,W1F 0PY,529519.6,181074,15.4,1020043
4369,133159387,Marco Pierre White Within Mercure Bloomsbury Hotel,Restaurant,51.52104109,-0.123316194,130-134,WC1B 5AF,530301,181905,12.6,1020043
4370,133157516,Nabrasa Express,Restaurant,51.51707286,-0.06996263,30,E1 6TD,534014,181560,22.3,1020043
4371,133148911,Singtong Lot Neeyom Ltd,Restaurant,51.52136402,-0.109825226,84,EC1N 7TT,531236,181965,10,1020043
4372,131511630,Tombo Poke & Matcha Bar,Restaurant,51.5145348,-0.135991309,Flat 28,W1F 8EW,529440.1,181159,8.2,1020043
4373,133150364,Hohaki Ltd,Restaurant,51.51622112,-0.076138618,68,E1 7EZ,533588,181454,11.5,1020043
4374,133148410,Fumo,Restaurant,51.5100707,-0.126721315,Basement and Ground Floor 37,WC2N 4ER,530096,180679,13.3,1020043
4375,133148267,Yo! Sushi,Restaurant,51.53048287,-0.125655728,St. Pancras Station,N1C 4QL,530111.8,182950.8,70.9,1020043
4376,133947877,Vinoteca,Restaurant,51.52007752,-0.101993894,7,EC1M 4AA,531783,181836,17.2,1020043
4377,141277078,Caffe Vergnano 1882,Restaurant,51.5112132,-0.079982749,66-68,EC3R 7NQ,533335.9,180890.1,22.2,1020043
4378,141276044,Fox Low,Restaurant,51.50646928,-0.052476007,Unit 402 Metropolitan Wharf Building 70,E1W 3SS,535258.6,180413,24.5,1020043
4379,133153387,Harnbury Holdings Ltd,Restaurant,51.5100707,-0.126721315,Basement and Ground Floor 37,WC2N 4ER,530096,180679,13.3,1020043
4380,141260164,Senor Ceviche,Restaurant,51.5125086,-0.138640762,First Floor Unit 8 Kingly Court,W1B 5PW,529262,180929,26.8,1020043
4381,141268107,Le Relais de Venise,Restaurant,51.5147802,-0.086674432,5,EC2N 2AD,532861.2,181274.6,64.8,1020043
4382,141264884,Chop Shop,Restaurant,51.50862217,-0.132314399,66,SW1Y 4RF,529712,180508,26.4,1020043
4383,141263213,The Grocery Kitchen,Restaurant,51.52876768,-0.077902059,54-56,E2 8AA,533429,182846,2.8,1020043
4384,141260002,Cafe Murano,Restaurant,51.51215006,-0.120107505,34,WC2E 7PB,530549,180922,11.9,1020043
4385,141254271,Babaji,Restaurant,51.51202372,-0.132463513,53,W1D 6LB,529692,180886,9.2,1020043
4386,141273977,Via Bermondsey Ltd,Restaurant,51.4988356,-0.080904957,177,SE1 3UW,533308,179512,7.4,1020043
4387,131500507,Arabica Bar & Kitchen,Restaurant,51.50577722,-0.09133418,3,SE1 9AF,532564,180265,6.9,1020043
4388,141272224,Janetira,Restaurant,51.51219313,-0.134632754,28,W1F 0SR,529541,180901,17.6,1020043
4389,131500568,Jose Pizarro,Restaurant,51.51883254,-0.083167783,36 Broadgate Circle,EC2M 2QS,533092.7,181731.6,47.4,1020043
4391,141264532,Iteaja,Restaurant,51.51155184,-0.136151982,12,W1F 9JE,529437.4,180827,23.4,1020043
4392,141259643,Lupita,Restaurant,51.51784553,-0.073749574,60-62,E1 6LT,533749,181639,11.3,1020043
4393,141259571,Sept Group Ltd,Restaurant,51.52336242,-0.082252469,35,EC2A 4HU,533143,182237,14.4,1020043
4394,141252030,Pizza Pilgrims,Restaurant,51.52553175,-0.110085113,15,EC1R 4QD,531206,182428,13.4,1020043
4395,141264346,Shruryu Ramonds,Restaurant,51.51684634,-0.128115258,84,WC1A 1HB,529980,181430,20.6,1020043
4396,141257761,The Sichuan,Restaurant,51.52214383,-0.087478633,14,EC1Y 2AA,532784,182092,31.9,1020043
4397,141253675,Cantina Del Ponte,Restaurant,51.50377431,-0.073881935,Suite 2 Butlers Wharf Building 36,SE1 2YE,533781,180074,21.1,1020043
4398,141251867,Cafe Piazza,Restaurant,51.50568509,-0.083424197,Unit 18-19 Hays Galleria,SE1 2HD,533113.2,180269.1,19.8,1020043
4399,141274979,Le Bab,Restaurant,51.5125086,-0.138640762,First Floor Unit 8 Kingly Court,W1B 5PW,529262,180929,26.8,1020043
4400,141267412,Enoteca Old Street,Restaurant,51.52630106,-0.088746059,207c,EC1V 9NR,532684,182552,40.5,1020043
4401,141262790,Homage Restaurant Within Waldorf Hilton Hotel,Restaurant,51.512642,-0.119381071,,WC2B 4DD,530598,180978,18.4,1020043
4402,141253478,Chopstix Noodle Bar,Restaurant,51.51619243,-0.131658836,29-31,W1D 2DR,529736,181351,17.6,1020043
4403,141262596,Enzo's Kitchen,Restaurant,51.50956119,-0.131987779,38,SW1Y 4EA,529732,180613,14.9,1020043
4404,141269739,Froa Restaurant,Restaurant,51.51494358,-0.0782967,34-36,EC3A 7DB,533442,181308,10.5,1020043
4405,141265568,brgr.co,Restaurant,51.51536532,-0.135627353,187,W1F 8ZB,529463,181252,10.8,1020043
4406,141263883,New Loon Fung Chinese Restaurant,Restaurant,51.51188307,-0.130408403,42-43,W1D 5QG,529835,180874,12.3,1020043
4407,141251535,Slice & More,Restaurant,51.52612939,-0.086489904,223,EC1V 9HE,532841,182537,20.8,1020043
4408,141263814,The Ninth,Restaurant,51.51882387,-0.134837498,22,W1T 2NB,529508,181638,15.7,1020043
4409,141268680,Lobos Meat & Tapas,Restaurant,51.50567867,-0.089148018,14,SE1 9QG,532716,180258,14,1020043
4410,141257024,The New Armouries Restaurant,Restaurant,51.50769756,-0.0751287,The Tower of London,EC3N 4AB,533683,180508,65.2,1020043
4411,141260494,Rosa's Thai Cafe,Restaurant,51.51183297,-0.108216546,Suite 215 Temple Chambers 3-7,EC4Y 0HP,531375,180908,15.7,1020043
4412,141258698,Polpetto,Restaurant,51.51337868,-0.134541087,11,W1F 0PL,529544,181033,13.8,1020043
4413,141262115,Canton Element,Restaurant,51.51990609,-0.117582768,48,WC1R 4PF,530702,181789,13.9,1020043
4414,141260348,Merchants Tavern,Restaurant,51.5251567,-0.080894064,36,EC2A 3PG,533232,182439,13.9,1020043
4415,141275251,City Social,Restaurant,51.51526202,-0.084019585,Restaurant Tower 42 International Financial Centre 25,EC2N 1HQ,533044,181333,24.3,1020043
4416,141270834,Moshi Moshi Sushi,Restaurant,51.51822234,-0.082531813,49 - 50 Broadgate Link Lower Concourse Liverpool Street Station,EC2M 7PY,533138.6,181664.9,1.8,1020043
4417,131499632,Granny Nanny's Vintage,Restaurant,51.51295217,-0.043243828,514,E1 0HY,535880,181151,16.8,1020043
4418,129834132,Franco Manca,Restaurant,51.51864761,-0.083737687,32,EC2M 2QS,533053.7,181710,59.9,1020043
4419,131507851,Comptoir Libanais,Restaurant,51.51857286,-0.083730735,Basement Broadgate Circle,EC2M 2QS,533054.4,181701.7,53.8,1020043
4420,129833863,Franco Manca,Restaurant,51.5001428,-0.081929204,Flat A-b 124,SE1 3TX,533233.1,179655.5,22.7,1020043
4421,129833532,Aenoa & Carbon,Restaurant,51.49449775,-0.098414944,111-113,SE17 1LB,532105.2,178997.9,10.2,1020043
4422,131498904,Moc Kicthen,Restaurant,51.5080885,-0.124117954,9 The Arches,WC2N 6NG,530282.3,180463.2,14.5,1020043
4423,127716367,Inamo Restaurant,Restaurant,51.51446597,-0.134603319,134-136,W1F 8ZR,529536.6,181153.8,8.3,1020043
4424,127728253,Nusa Dua,Restaurant,51.51238507,-0.130591057,118-120,W1D 5EP,529820.9,180929.5,13.5,1020043
4425,129827315,Byron Hamburgers,Restaurant,51.51015231,-0.122826973,409,WC2R 0NS,530366,180695,18.9,1020043
4426,129827313,Byron Hamburgers,Restaurant,51.51789365,-0.119943085,114,WC1V 6JQ,530544,181561,25.5,1020043
4427,129841997,Talli Joe,Restaurant,51.51380839,-0.128210975,152-156,WC2H 8HL,529982,181092,10.8,1020043
4428,129836637,Club Gascon,Restaurant,51.51884294,-0.10027808,45,EC1A 7JQ,531905.6,181701.8,11.8,1020043
4429,129139614,Banh Mi Bay,Restaurant,51.51269337,-0.094705742,Watling House 33,EC4M 5SB,532310,181028,13.2,1020043
4430,129138794,Belgo Bar & Restaurant,Restaurant,51.51297891,-0.131458846,29,W1D 5JR,529759,180994,11.5,1020043
4431,129139226,The Palomar,Restaurant,51.51123182,-0.132654424,34,W1D 6DN,529681,180797.6,12.9,1020043
4432,129842240,Dragonfly Cafe,Restaurant,51.5245299,-0.102616035,71,EC1V 0BN,531727,182330,11.2,1020043
4434,129140940,Edu,Restaurant,51.50411129,-0.095063741,66,SE1 1TD,532310,180073,7.7,1020043
4435,129844638,Reds True Barbecue,Restaurant,51.52508254,-0.081253255,54-56,EC2A 3QR,533207.3,182430.1,11.1,1020043
4436,127712142,The Trading House,Restaurant,51.51509352,-0.091333904,89-91,EC2V 7NQ,532537,181301,19.5,1020043
4437,129121382,Bluez Souvlaki,Restaurant,51.51384826,-0.073690493,18a,E1 8AA,533764.8,181194.6,38,1020043
4438,129111233,The Patara,Restaurant,51.51657457,-0.135895063,5,W1T,529441,181386,18.3,1020043
4439,129109481,Gail's Kitchen,Restaurant,51.51886766,-0.13193853,11,WC1B 3HD,529709,181648,20,1020043
4440,129124568,Chang's Noodles,Restaurant,51.51725518,-0.12556175,36-38,WC1A 1EP,530156,181480,16.4,1020043
4441,129111195,Tortilla,Restaurant,51.51262317,-0.083222359,28,EC3V 1LR,533107,181041,8.7,1020043
4442,129110855,Sushi Surprise,Restaurant,51.52331591,-0.081057951,52,EC2A 4PH,533226,182234,12.9,1020043
4443,129134952,Pizzabuzz,Restaurant,51.52193422,-0.086315485,2b,EC2A 2AH,532865.3,182070.8,24.1,1020043
4444,129119154,Kanada-ya,Restaurant,51.50926221,-0.132017301,3,SW1Y 4DL,529730.8,180579.7,12,1020043
4445,129120568,Kimchee,Restaurant,51.51841722,-0.116145132,71,WC1V 6EA,530806,181626,35.8,1020043
4446,129133309,Browns Courtrooms,Restaurant,51.51128664,-0.127406419,Flat 2 82-84,WC2N 4AG,530045,180813,20.8,1020043
4447,129122056,The Hawksmoor,Restaurant,51.50965521,-0.136202008,5a,W1J 0AD,529439.3,180616,10.2,1020043
4448,129125214,The Lahore Kebab House,Restaurant,51.51466156,-0.063065789,138,E1 1NL,534499.6,181304.5,9.2,1020043
4449,129131184,Scarpetta,Restaurant,51.51088011,-0.087886992,110,EC4N 6EU,532788.4,180838.7,16.9,1020043
4450,127718020,Canteen,Restaurant,51.50576666,-0.116825455,Southbank Centre,SE1 8XX,530795,180218,56.5,1020043
4451,126993322,Resident,Restaurant,51.52905247,-0.056437319,252,E2 9LE,534917,182917,36.5,1020043
4452,127717674,L'italiano,Restaurant,51.50136075,-0.116012913,1,SE1 7RY,530864,179729.5,16.9,1020043
4453,127723581,Burger & Lobster,Restaurant,51.51118769,-0.137570514,21,W1F 9JN,529340,180784,21.5,1020043
4454,127740065,Rucoletta,Restaurant,51.51513914,-0.096243852,5,EC2V 6HH,532196.2,181297.2,7,1020043
4455,127718873,Percy & Founders,Restaurant,51.51879086,-0.138306805,1,W1T 3BF,529267.4,181628.2,33.1,1020043
4456,126989145,Rok,Restaurant,51.52279175,-0.080460135,26,EC2A 3NY,533269,182176.8,13.3,1020043
4457,126962459,Franco Manca,Restaurant,51.51545535,-0.136200186,51,W1F 8SJ,529423,181261,16.1,1020043
4458,127733599,Aiko,Restaurant,51.51576829,-0.111352607,24,WC2A 1LS,531146.1,181340,28.8,1020043
4459,126992437,Flesh & Buns,Restaurant,51.51395581,-0.12634863,41,WC2H 9LX,530110.8,181111.7,12,1020043
4460,126990035,Bunbunbun,Restaurant,51.53092396,-0.076905802,134b,E2 8DY,533491.8,183087.6,14.6,1020043
4461,127736002,Kintan,Restaurant,51.51849377,-0.113633982,34,WC1V 6AE,530980,181639,22.6,1020043
4462,126967219,Arbina,Restaurant,51.52320608,-0.137960962,110,W1T 5ED,529278.9,182119.8,13.8,1020043
4463,126990124,Eatviet,Restaurant,51.51783231,-0.105735306,49,EC4A 4LL,531529.9,181579.6,22.7,1020043
4464,127736735,Bella Italia,Restaurant,51.52300895,-0.118955431,90,WC1N 3LZ,530597.9,182131.6,13.9,1020043
4465,127731801,The Rajasthan 3,Restaurant,51.51502003,-0.07851688,41,EC3A 7DB,533426.5,181316.1,15.7,1020043
4466,127741007,Tortilla,Restaurant,51.50847595,-0.126416376,460,WC2R 0RG,530121.7,180502.2,11.7,1020043
4467,127742014,Benihana,Restaurant,51.51291987,-0.099798144,35-45,EC4V 5AE,531956,181044,49,1020043
4468,126978724,Franco Manca,Restaurant,51.51094475,-0.122895279,39,WC2E 7LJ,530359,180783,13.4,1020043
4469,127729237,D F Mexico,Restaurant,51.52061497,-0.072638116,15,E1 6QR,533818,181949,35.9,1020043
4470,127722471,Brick Lane Spice,Restaurant,51.51896856,-0.071496852,74,E1 6RL,533902,181768,8.5,1020043
4471,127728990,Eat Saigon,Restaurant,51.51813575,-0.074720344,6a,E1 7NE,533680.8,181669.5,14.1,1020043
4472,127712099,Salotto 31,Restaurant,51.51034795,-0.083822251,31,EC3R 8EB,533072,180786.9,12.1,1020043
4473,127718689,Jimmys Lodge,Restaurant,51.50586432,-0.1161874,Southbank Centre,SE1 8XX,530839,180230,20.9,1020043
4474,127717389,Tanner & Co Restaurant,Restaurant,51.50190904,-0.083035104,48-50,SE1 3UD,533151.2,179849.9,20.1,1020043
4475,127706799,Granger & Co,Restaurant,51.52350023,-0.104561661,50,EC1R 0HA,531595,182212,24.2,1020043
4476,127710917,The Rajasthan,Restaurant,51.50949474,-0.084108802,Flat 9 49,EC3R 8BU,533054.6,180691.5,20.3,1020043
4477,127706058,Wahaca Mexican,Restaurant,51.51853372,-0.135252935,19-23,W1T 1RW,529480,181605,26.1,1020043
4478,127719044,25th Ward,Restaurant,51.51924462,-0.099815973,60,EC1A 9EJ,531936.5,181747.3,8.9,1020043
4479,126967606,Lins Restaurant,Restaurant,51.50641881,-0.101943361,134,SE1 0SW,531825.9,180317.2,17.7,1020043
4480,126961995,Midpoint Restaurant,Restaurant,51.51798858,-0.064031609,112-116,E1 1JE,534422.8,181672.7,11.9,1020043
4481,126972086,Smith & Wollensky,Restaurant,51.50909175,-0.122243698,The Adelphi 1-11,WC2N 6HT,530409.5,180578.1,30.1,1020043
4482,126961300,Voodoo Ray's,Restaurant,51.52345539,-0.076342584,Unit 3 Boxpark 2-10,E1 6GY,533552.7,182258.1,19.1,1020043
4483,126986053,Overseas Restaurant,Restaurant,51.51211607,-0.130583334,7,W1D 5PH,529822.2,180899.6,16.2,1020043
4484,126985796,Thai Silk,Restaurant,51.50418321,-0.105722145,94,SE1 8DD,531570.1,180061.8,6.3,1020043
4486,125816153,Olives & Figs,Restaurant,51.5181476,-0.077580965,14,E1 7LJ,533482.3,181665.6,4.5,1020043
4487,125872692,Byron Hamburgers,Restaurant,51.51193817,-0.138282105,Hardy House 16-18,W1F 9RD,529288.5,180866.2,10.9,1020043
4488,125654494,Hong Kong Buffet,Restaurant,51.51153448,-0.13087952,14,WC2H 7BE,529803.3,180834.4,15.6,1020043
4489,125812165,Assaggetti,Restaurant,51.50855505,-0.132051989,71,SW1Y 4RW,529730.4,180501,14.2,1020043
4490,125676871,Cabana Brasilian Barbecue,Restaurant,51.51604893,-0.128016793,7,WC2H 8AB,529989.1,181341.5,16.9,1020043
4491,125824868,Fratelli la Tufala,Restaurant,51.51128297,-0.133099087,Vernon House 40,W1D 7ER,529650,180802.5,12.6,1020043
4492,125631681,Vapiano,Restaurant,51.50577373,-0.09798299,22,SE1 0FD,532102.6,180252.6,41.1,1020043
4493,125700364,Jar Kitchen,Restaurant,51.51561788,-0.123327241,176,WC2B 5QF,530315.7,181301.9,13.6,1020043
4494,125609962,Le Beaujolais Club,Restaurant,51.5129161,-0.128534349,25,WC2H 9NJ,529962.1,180992.2,15.5,1020043
4495,125907350,Il Bordello,Restaurant,51.50646928,-0.052476007,Unit G01 Metropolitan Wharf Building 70,E1W 3SS,535258.6,180413,24.5,1020043
4496,125907107,The Ivy Market Grill,Restaurant,51.51124541,-0.122746011,1,WC2E 8PS,530368.5,180816.7,21.7,1020043
4497,125909784,We Grill,Restaurant,51.51255151,-0.083239779,29-30,EC3V 1LR,533106,181033,16.4,1020043
4498,125819975,Gow's Restaurant,Restaurant,51.51715487,-0.083849347,81-82,EC2M 1PR,533050.3,181543.8,31.6,1020043
4499,125865701,Rosa's Spitalfields,Restaurant,51.52017768,-0.073827024,12,E1 6QR,533736.8,181898.2,12.6,1020043
4500,125860191,Bistro Passage Cafe,Restaurant,51.52330291,-0.104092709,12,EC1V 4JP,531628.1,182190.9,13.8,1020043
4501,125867149,The Modern Pantry,Restaurant,51.52316553,-0.103549195,48,EC1V 4JJ,531666.2,182176.6,29.6,1020043
4502,125850820,La Chapelle,Restaurant,51.52019346,-0.078188141,35,E1 6DY,533434.2,181892,22,1020043
4503,125844771,Cinnamon Soho,Restaurant,51.51233922,-0.138734137,5,W1B 5PF,529256,180910,10.1,1020043
4504,125873569,Salt 'n Pepper,Restaurant,51.50934199,-0.130082988,32,WC2H 7HQ,529864.8,180592,12.9,1020043
4505,125806586,Elliots Cafe,Restaurant,51.50565032,-0.091659379,12,SE1 9AD,532541.8,180250.3,12.5,1020043
